primary_category,secondary_category,review_year,review_month,avg_rating,total_reviews,avg_price,pct_recommended
Skincare,Lip Balms & Treatments,2009,12,4.63,253,8.82,
Skincare,Lip Balms & Treatments,2010,1,4.7,310,8.25,
Skincare,Lip Balms & Treatments,2010,2,4.68,216,8.57,
Skincare,Lip Balms & Treatments,2010,3,4.74,218,8.48,
Skincare,Lip Balms & Treatments,2010,4,4.69,222,8.02,
Skincare,Lip Balms & Treatments,2010,5,4.69,207,8.57,
Skincare,Lip Balms & Treatments,2010,6,4.76,157,8.84,
Skincare,Lip Balms & Treatments,2010,7,4.64,208,8.57,
Skincare,Lip Balms & Treatments,2010,8,4.64,231,8.29,
Skincare,Lip Balms & Treatments,2010,9,4.71,92,8.17,
Skincare,Lip Balms & Treatments,2010,10,4.76,143,8.13,
Skincare,Lip Balms & Treatments,2010,11,4.64,166,8.2,
Skincare,Lip Balms & Treatments,2010,12,4.62,280,8.34,
Skincare,Lip Balms & Treatments,2011,1,4.55,280,8.58,
Skincare,Lip Balms & Treatments,2011,2,4.65,154,7.96,
Skincare,Lip Balms & Treatments,2011,3,4.58,200,8.49,
Skincare,Lip Balms & Treatments,2011,4,4.69,154,7.98,
Skincare,Lip Balms & Treatments,2011,5,4.65,133,8.41,
Skincare,Lip Balms & Treatments,2011,6,4.48,126,8.54,
Skincare,Lip Balms & Treatments,2011,7,4.66,114,8.22,
Skincare,Lip Balms & Treatments,2011,8,4.79,140,8.18,
Skincare,Lip Balms & Treatments,2011,9,4.67,42,8.19,
Skincare,Lip Balms & Treatments,2011,10,4.52,129,8.45,
Skincare,Lip Balms & Treatments,2011,11,4.68,183,9.69,
Skincare,Lip Balms & Treatments,2011,12,4.69,235,9.57,
Skincare,Lip Balms & Treatments,2012,1,4.64,307,13.15,
Skincare,Lip Balms & Treatments,2012,2,4.55,225,12.95,
Skincare,Lip Balms & Treatments,2012,3,4.6,186,13.35,
Skincare,Lip Balms & Treatments,2012,4,4.56,78,12.0,
Skincare,Lip Balms & Treatments,2012,5,4.55,71,12.61,
Skincare,Lip Balms & Treatments,2012,6,4.66,83,11.46,
Skincare,Lip Balms & Treatments,2012,7,4.38,120,12.83,
Skincare,Lip Balms & Treatments,2012,8,4.63,108,11.21,
Skincare,Lip Balms & Treatments,2012,9,4.56,117,12.42,
Skincare,Lip Balms & Treatments,2012,10,4.52,101,13.16,
Skincare,Lip Balms & Treatments,2012,11,4.75,152,11.33,
Skincare,Lip Balms & Treatments,2012,12,4.7,200,11.82,
Skincare,Lip Balms & Treatments,2013,1,4.59,251,13.11,
Skincare,Lip Balms & Treatments,2013,2,4.64,140,13.42,
Skincare,Lip Balms & Treatments,2013,3,4.74,180,13.2,
Skincare,Lip Balms & Treatments,2013,4,4.68,129,13.1,
Skincare,Lip Balms & Treatments,2013,5,4.7,139,12.96,
Skincare,Lip Balms & Treatments,2013,6,4.6,84,12.01,
Skincare,Lip Balms & Treatments,2013,7,4.62,91,11.53,
Skincare,Lip Balms & Treatments,2013,8,4.74,91,11.85,
Skincare,Lip Balms & Treatments,2013,9,4.74,100,14.18,
Skincare,Lip Balms & Treatments,2013,10,4.47,114,14.09,
Skincare,Lip Balms & Treatments,2013,11,4.46,145,14.27,
Skincare,Lip Balms & Treatments,2013,12,4.35,159,12.06,
Skincare,Lip Balms & Treatments,2014,1,4.43,181,12.36,
Skincare,Lip Balms & Treatments,2014,2,4.53,143,12.31,
Skincare,Lip Balms & Treatments,2014,3,4.73,124,11.35,
Skincare,Lip Balms & Treatments,2014,4,4.37,167,12.37,
Skincare,Lip Balms & Treatments,2014,5,4.6,134,10.89,
Skincare,Lip Balms & Treatments,2014,6,4.23,128,12.88,
Skincare,Lip Balms & Treatments,2014,7,4.38,112,11.92,
Skincare,Lip Balms & Treatments,2014,8,4.29,98,11.83,
Skincare,Lip Balms & Treatments,2014,9,4.37,105,13.17,
Skincare,Lip Balms & Treatments,2014,10,4.51,82,11.29,
Skincare,Lip Balms & Treatments,2014,11,4.57,143,11.77,
Skincare,Lip Balms & Treatments,2014,12,4.55,161,12.25,
Skincare,Lip Balms & Treatments,2015,1,4.49,189,12.96,
Skincare,Lip Balms & Treatments,2015,2,4.44,126,12.93,
Skincare,Lip Balms & Treatments,2015,3,4.42,121,13.4,
Skincare,Lip Balms & Treatments,2015,4,4.53,135,11.09,
Skincare,Lip Balms & Treatments,2015,5,4.49,111,12.15,
Skincare,Lip Balms & Treatments,2015,6,4.51,85,12.38,
Skincare,Lip Balms & Treatments,2015,7,4.38,71,12.85,
Skincare,Lip Balms & Treatments,2015,8,4.56,41,13.2,
Skincare,Lip Balms & Treatments,2015,9,4.57,49,11.93,
Skincare,Lip Balms & Treatments,2015,10,4.18,60,14.07,
Skincare,Lip Balms & Treatments,2015,11,4.43,141,13.06,
Skincare,Lip Balms & Treatments,2015,12,4.55,222,11.86,
Skincare,Lip Balms & Treatments,2016,1,4.35,221,12.65,
Skincare,Lip Balms & Treatments,2016,2,4.39,187,14.05,
Skincare,Lip Balms & Treatments,2016,3,4.3,120,13.94,
Skincare,Lip Balms & Treatments,2016,4,4.35,160,13.44,
Skincare,Lip Balms & Treatments,2016,5,4.4,110,13.22,
Skincare,Lip Balms & Treatments,2016,6,4.45,102,12.75,
Skincare,Lip Balms & Treatments,2016,7,4.42,102,13.39,
Skincare,Lip Balms & Treatments,2016,8,4.47,107,12.53,
Skincare,Lip Balms & Treatments,2016,9,4.4,85,11.31,
Skincare,Lip Balms & Treatments,2016,10,4.37,92,13.54,
Skincare,Lip Balms & Treatments,2016,11,4.2,141,15.27,
Skincare,Lip Balms & Treatments,2016,12,4.51,198,13.09,
Skincare,Lip Balms & Treatments,2017,1,4.41,193,13.08,
Skincare,Lip Balms & Treatments,2017,2,4.15,140,15.99,
Skincare,Lip Balms & Treatments,2017,3,4.28,82,19.73,
Skincare,Lip Balms & Treatments,2017,4,4.18,80,18.06,
Skincare,Lip Balms & Treatments,2017,5,4.23,77,17.73,
Skincare,Lip Balms & Treatments,2017,6,4.61,135,20.34,
Skincare,Lip Balms & Treatments,2017,7,4.56,248,20.45,
Skincare,Lip Balms & Treatments,2017,8,4.5,219,18.67,0.97
Skincare,Lip Balms & Treatments,2017,9,4.52,551,18.72,0.89
Skincare,Lip Balms & Treatments,2017,10,4.54,315,20.35,0.9
Skincare,Lip Balms & Treatments,2017,11,4.36,378,19.89,0.84
Skincare,Lip Balms & Treatments,2017,12,4.21,469,20.27,0.78
Skincare,Lip Balms & Treatments,2018,1,4.45,759,20.0,0.86
Skincare,Lip Balms & Treatments,2018,2,4.47,725,20.9,0.87
Skincare,Lip Balms & Treatments,2018,3,4.42,592,20.52,0.85
Skincare,Lip Balms & Treatments,2018,4,4.37,654,21.02,0.83
Skincare,Lip Balms & Treatments,2018,5,4.53,524,20.47,0.9
Skincare,Lip Balms & Treatments,2018,6,4.58,530,22.01,0.91
Skincare,Lip Balms & Treatments,2018,7,4.47,732,22.34,0.9
Skincare,Lip Balms & Treatments,2018,8,4.46,441,21.59,0.88
Skincare,Lip Balms & Treatments,2018,9,4.44,463,21.41,0.85
Skincare,Lip Balms & Treatments,2018,10,4.28,458,22.14,0.81
Skincare,Lip Balms & Treatments,2018,11,4.25,458,21.24,0.79
Skincare,Lip Balms & Treatments,2018,12,4.32,600,25.13,0.83
Skincare,Lip Balms & Treatments,2019,1,4.37,749,21.9,0.85
Skincare,Lip Balms & Treatments,2019,2,4.39,873,22.77,0.86
Skincare,Lip Balms & Treatments,2019,3,4.32,721,22.11,0.82
Skincare,Lip Balms & Treatments,2019,4,4.47,1398,20.1,0.88
Skincare,Lip Balms & Treatments,2019,5,4.39,1397,21.76,0.86
Skincare,Lip Balms & Treatments,2019,6,4.39,1042,21.47,0.85
Skincare,Lip Balms & Treatments,2019,7,4.29,611,21.36,0.81
Skincare,Lip Balms & Treatments,2019,8,4.3,582,21.18,0.82
Skincare,Lip Balms & Treatments,2019,9,4.24,502,21.89,0.8
Skincare,Lip Balms & Treatments,2019,10,4.1,382,21.77,0.77
Skincare,Lip Balms & Treatments,2019,11,3.99,524,21.56,0.74
Skincare,Lip Balms & Treatments,2019,12,4.1,1027,20.58,0.77
Skincare,Lip Balms & Treatments,2020,1,3.93,952,22.99,0.71
Skincare,Lip Balms & Treatments,2020,2,4.0,682,23.31,0.73
Skincare,Lip Balms & Treatments,2020,3,4.09,633,22.06,0.75
Skincare,Lip Balms & Treatments,2020,4,4.17,1346,22.56,0.77
Skincare,Lip Balms & Treatments,2020,5,4.41,1658,29.6,0.85
Skincare,Lip Balms & Treatments,2020,6,4.16,959,23.15,0.78
Skincare,Lip Balms & Treatments,2020,7,4.19,600,22.24,0.78
Skincare,Lip Balms & Treatments,2020,8,4.16,604,21.75,0.78
Skincare,Lip Balms & Treatments,2020,9,4.09,429,20.95,0.75
Skincare,Lip Balms & Treatments,2020,10,4.04,360,21.79,0.74
Skincare,Lip Balms & Treatments,2020,11,3.96,376,22.1,0.72
Skincare,Lip Balms & Treatments,2020,12,3.78,444,22.55,0.67
Skincare,Lip Balms & Treatments,2021,1,4.16,926,21.54,0.78
Skincare,Lip Balms & Treatments,2021,2,4.37,1062,21.4,0.85
Skincare,Lip Balms & Treatments,2021,3,4.02,637,20.63,0.73
Skincare,Lip Balms & Treatments,2021,4,4.01,717,21.42,0.73
Skincare,Lip Balms & Treatments,2021,5,4.0,429,21.38,0.73
Skincare,Lip Balms & Treatments,2021,6,3.96,407,21.32,0.72
Skincare,Lip Balms & Treatments,2021,7,4.45,774,24.44,0.87
Skincare,Lip Balms & Treatments,2021,8,4.4,586,23.56,0.87
Skincare,Lip Balms & Treatments,2021,9,4.18,554,21.78,0.81
Skincare,Lip Balms & Treatments,2021,10,4.25,835,21.91,0.83
Skincare,Lip Balms & Treatments,2021,11,4.25,872,21.5,0.83
Skincare,Lip Balms & Treatments,2021,12,4.09,828,22.06,0.78
Skincare,Lip Balms & Treatments,2022,1,4.08,635,21.66,0.75
Skincare,Lip Balms & Treatments,2022,2,3.93,420,21.32,0.72
Skincare,Lip Balms & Treatments,2022,3,3.86,402,20.34,0.7
Skincare,Lip Balms & Treatments,2022,4,4.05,622,21.72,0.75
Skincare,Lip Balms & Treatments,2022,5,4.2,327,20.58,0.8
Skincare,Lip Balms & Treatments,2022,6,4.59,1138,23.56,0.92
Skincare,Lip Balms & Treatments,2022,7,4.5,1045,23.49,0.88
Skincare,Lip Balms & Treatments,2022,8,4.35,791,15.48,0.85
Skincare,Lip Balms & Treatments,2022,9,4.12,573,19.26,0.77
Skincare,Lip Balms & Treatments,2022,10,4.17,379,21.79,0.8
Skincare,Lip Balms & Treatments,2022,11,4.09,375,22.22,0.76
Skincare,Lip Balms & Treatments,2022,12,4.03,418,20.64,0.76
Skincare,Lip Balms & Treatments,2023,1,4.06,771,20.98,0.75
Skincare,Lip Balms & Treatments,2023,2,3.95,867,20.73,0.72
Skincare,Lip Balms & Treatments,2023,3,4.19,780,31.56,0.79
Skincare,Masks,2008,9,4.43,49,62.9,
Skincare,Masks,2008,10,4.27,22,65.09,
Skincare,Masks,2008,11,4.21,24,67.83,
Skincare,Masks,2008,12,4.1,21,62.1,
Skincare,Masks,2009,1,3.83,12,65.17,
Skincare,Masks,2009,2,4.58,19,66.95,
Skincare,Masks,2009,3,4.51,39,64.31,
Skincare,Masks,2009,4,4.38,40,60.6,
Skincare,Masks,2009,5,4.18,40,62.4,
Skincare,Masks,2009,6,4.04,27,59.7,
Skincare,Masks,2009,7,4.16,19,57.05,
Skincare,Masks,2009,8,4.38,32,57.62,
Skincare,Masks,2009,9,4.31,26,62.65,
Skincare,Masks,2009,10,4.46,26,59.77,
Skincare,Masks,2009,11,4.23,26,68.0,
Skincare,Masks,2009,12,4.24,17,59.24,
Skincare,Masks,2010,1,4.51,35,66.97,
Skincare,Masks,2010,2,4.71,28,62.57,
Skincare,Masks,2010,3,4.61,18,64.5,
Skincare,Masks,2010,4,4.24,25,64.8,
Skincare,Masks,2010,5,3.92,26,65.46,
Skincare,Masks,2010,6,4.21,24,55.92,
Skincare,Masks,2010,7,4.17,30,57.77,
Skincare,Masks,2010,8,4.14,35,54.29,
Skincare,Masks,2010,9,4.06,17,62.18,
Skincare,Masks,2010,10,4.5,26,62.54,
Skincare,Masks,2010,11,4.53,40,60.15,
Skincare,Masks,2010,12,4.39,54,56.41,
Skincare,Masks,2011,1,4.34,44,60.34,
Skincare,Masks,2011,2,4.41,32,54.19,
Skincare,Masks,2011,3,3.9,40,57.88,
Skincare,Masks,2011,4,3.96,24,60.5,
Skincare,Masks,2011,5,4.54,35,59.11,
Skincare,Masks,2011,6,4.38,29,58.72,
Skincare,Masks,2011,7,4.35,20,55.65,
Skincare,Masks,2011,8,4.55,20,58.2,
Skincare,Masks,2011,9,4.53,19,56.05,
Skincare,Masks,2011,10,4.41,37,47.86,
Skincare,Masks,2011,11,4.55,58,51.1,
Skincare,Masks,2011,12,4.62,61,57.28,
Skincare,Masks,2012,1,4.47,76,37.79,
Skincare,Masks,2012,2,4.56,66,33.26,
Skincare,Masks,2012,3,4.54,59,36.58,
Skincare,Masks,2012,4,4.56,27,30.07,
Skincare,Masks,2012,5,4.3,46,38.37,
Skincare,Masks,2012,6,4.56,48,43.21,
Skincare,Masks,2012,7,4.29,52,37.23,
Skincare,Masks,2012,8,4.35,46,37.17,
Skincare,Masks,2012,9,4.22,49,39.41,
Skincare,Masks,2012,10,4.5,48,41.19,
Skincare,Masks,2012,11,4.28,85,32.72,
Skincare,Masks,2012,12,4.44,85,39.24,
Skincare,Masks,2013,1,4.39,127,36.56,
Skincare,Masks,2013,2,4.36,80,44.8,
Skincare,Masks,2013,3,4.44,87,40.53,
Skincare,Masks,2013,4,4.4,109,44.73,
Skincare,Masks,2013,5,4.55,76,45.09,
Skincare,Masks,2013,6,4.53,85,46.68,
Skincare,Masks,2013,7,4.29,73,44.16,
Skincare,Masks,2013,8,4.58,97,43.35,
Skincare,Masks,2013,9,4.6,87,42.78,
Skincare,Masks,2013,10,4.43,99,51.45,
Skincare,Masks,2013,11,4.42,95,42.88,
Skincare,Masks,2013,12,4.42,148,47.26,
Skincare,Masks,2014,1,4.38,148,37.56,
Skincare,Masks,2014,2,4.24,138,39.54,
Skincare,Masks,2014,3,4.25,119,43.29,
Skincare,Masks,2014,4,4.41,148,45.56,
Skincare,Masks,2014,5,4.25,115,49.96,
Skincare,Masks,2014,6,4.5,132,44.23,
Skincare,Masks,2014,7,4.23,150,46.17,
Skincare,Masks,2014,8,4.36,100,42.13,
Skincare,Masks,2014,9,4.34,91,44.42,
Skincare,Masks,2014,10,4.54,93,44.82,
Skincare,Masks,2014,11,4.44,130,48.82,
Skincare,Masks,2014,12,4.56,171,47.96,
Skincare,Masks,2015,1,4.33,198,51.75,
Skincare,Masks,2015,2,4.26,201,55.11,
Skincare,Masks,2015,3,4.29,229,54.02,
Skincare,Masks,2015,4,4.43,205,49.33,
Skincare,Masks,2015,5,4.39,192,50.78,
Skincare,Masks,2015,6,4.25,173,49.32,
Skincare,Masks,2015,7,4.23,202,45.44,
Skincare,Masks,2015,8,4.35,197,43.19,
Skincare,Masks,2015,9,4.43,177,41.27,
Skincare,Masks,2015,10,4.4,161,45.93,
Skincare,Masks,2015,11,4.26,289,45.24,
Skincare,Masks,2015,12,4.28,338,46.1,
Skincare,Masks,2016,1,4.44,370,43.51,
Skincare,Masks,2016,2,4.37,268,45.28,
Skincare,Masks,2016,3,4.5,243,43.21,
Skincare,Masks,2016,4,4.34,305,45.28,
Skincare,Masks,2016,5,4.29,328,44.1,
Skincare,Masks,2016,6,4.38,289,42.28,
Skincare,Masks,2016,7,4.36,315,45.01,
Skincare,Masks,2016,8,4.45,337,50.31,
Skincare,Masks,2016,9,4.3,306,51.69,
Skincare,Masks,2016,10,4.1,299,50.6,
Skincare,Masks,2016,11,4.19,358,48.47,
Skincare,Masks,2016,12,4.39,377,46.12,
Skincare,Masks,2017,1,4.51,543,51.22,
Skincare,Masks,2017,2,4.32,370,50.46,
Skincare,Masks,2017,3,4.32,261,48.6,
Skincare,Masks,2017,4,4.37,242,51.14,
Skincare,Masks,2017,5,4.48,282,54.14,
Skincare,Masks,2017,6,4.33,251,58.97,
Skincare,Masks,2017,7,4.27,485,66.73,
Skincare,Masks,2017,8,4.18,440,62.09,0.9
Skincare,Masks,2017,9,4.53,852,43.62,0.91
Skincare,Masks,2017,10,4.57,428,49.25,0.92
Skincare,Masks,2017,11,4.35,442,49.84,0.85
Skincare,Masks,2017,12,4.43,430,51.84,0.87
Skincare,Masks,2018,1,4.54,932,54.1,0.9
Skincare,Masks,2018,2,4.5,823,54.22,0.91
Skincare,Masks,2018,3,4.38,898,46.15,0.85
Skincare,Masks,2018,4,4.23,1180,41.7,0.82
Skincare,Masks,2018,5,4.45,1268,43.56,0.89
Skincare,Masks,2018,6,4.57,1121,42.73,0.92
Skincare,Masks,2018,7,4.48,835,45.6,0.9
Skincare,Masks,2018,8,4.54,1034,43.66,0.91
Skincare,Masks,2018,9,4.35,628,49.05,0.83
Skincare,Masks,2018,10,4.22,571,50.67,0.8
Skincare,Masks,2018,11,4.21,564,53.23,0.79
Skincare,Masks,2018,12,4.21,530,48.74,0.78
Skincare,Masks,2019,1,4.15,796,49.22,0.79
Skincare,Masks,2019,2,4.22,871,48.51,0.8
Skincare,Masks,2019,3,4.33,809,51.94,0.84
Skincare,Masks,2019,4,4.37,1505,39.12,0.87
Skincare,Masks,2019,5,4.13,1054,43.45,0.8
Skincare,Masks,2019,6,4.13,552,45.23,0.78
Skincare,Masks,2019,7,4.47,1091,43.72,0.87
Skincare,Masks,2019,8,4.32,1990,49.65,0.88
Skincare,Masks,2019,9,4.23,974,48.13,0.83
Skincare,Masks,2019,10,4.28,1156,40.97,0.86
Skincare,Masks,2019,11,4.1,987,40.95,0.79
Skincare,Masks,2019,12,4.06,883,41.62,0.78
Skincare,Masks,2020,1,4.32,1307,43.43,0.84
Skincare,Masks,2020,2,4.19,990,47.86,0.81
Skincare,Masks,2020,3,4.1,592,45.02,0.76
Skincare,Masks,2020,4,4.08,1486,41.77,0.77
Skincare,Masks,2020,5,4.0,1141,42.81,0.76
Skincare,Masks,2020,6,4.01,934,39.17,0.76
Skincare,Masks,2020,7,3.98,708,41.19,0.74
Skincare,Masks,2020,8,3.93,720,36.56,0.72
Skincare,Masks,2020,9,4.3,549,36.26,0.83
Skincare,Masks,2020,10,4.3,829,44.02,0.85
Skincare,Masks,2020,11,3.98,540,44.34,0.73
Skincare,Masks,2020,12,4.08,584,45.22,0.75
Skincare,Masks,2021,1,4.26,808,43.71,0.82
Skincare,Masks,2021,2,4.41,916,39.88,0.88
Skincare,Masks,2021,3,4.4,1045,39.96,0.88
Skincare,Masks,2021,4,4.32,679,43.46,0.86
Skincare,Masks,2021,5,4.47,831,45.67,0.89
Skincare,Masks,2021,6,4.51,894,40.12,0.91
Skincare,Masks,2021,7,4.63,1791,38.09,0.94
Skincare,Masks,2021,8,4.21,353,37.8,0.78
Skincare,Masks,2021,9,4.34,348,38.69,0.85
Skincare,Masks,2021,10,4.29,338,38.32,0.83
Skincare,Masks,2021,11,4.32,500,36.58,0.84
Skincare,Masks,2021,12,4.66,1782,52.17,0.95
Skincare,Masks,2022,1,4.45,1312,33.36,0.9
Skincare,Masks,2022,2,4.47,1075,47.24,0.89
Skincare,Masks,2022,3,4.25,679,44.39,0.84
Skincare,Masks,2022,4,4.17,580,37.62,0.79
Skincare,Masks,2022,5,4.36,622,38.74,0.86
Skincare,Masks,2022,6,4.28,335,41.25,0.83
Skincare,Masks,2022,7,4.41,573,37.07,0.88
Skincare,Masks,2022,8,4.49,795,37.27,0.89
Skincare,Masks,2022,9,4.37,630,37.21,0.86
Skincare,Masks,2022,10,4.45,178,41.1,0.86
Skincare,Masks,2022,11,4.33,183,42.95,0.83
Skincare,Masks,2022,12,4.12,173,49.07,0.76
Skincare,Masks,2023,1,4.49,861,22.49,0.9
Skincare,Masks,2023,2,4.51,1579,33.58,0.91
Skincare,Masks,2023,3,4.56,1255,43.08,0.91
Skincare,Mini Size,2008,8,4.0,2,14.5,
Skincare,Mini Size,2008,9,4.5,108,14.44,
Skincare,Mini Size,2008,10,4.24,29,14.03,
Skincare,Mini Size,2008,11,4.6,45,14.8,
Skincare,Mini Size,2008,12,4.39,33,14.88,
Skincare,Mini Size,2009,1,4.71,31,14.68,
Skincare,Mini Size,2009,2,4.58,24,14.38,
Skincare,Mini Size,2009,3,4.48,83,14.46,
Skincare,Mini Size,2009,4,4.38,52,14.67,
Skincare,Mini Size,2009,5,4.5,76,14.88,
Skincare,Mini Size,2009,6,4.48,69,14.57,
Skincare,Mini Size,2009,7,4.62,50,14.4,
Skincare,Mini Size,2009,8,4.4,84,15.24,
Skincare,Mini Size,2009,9,4.4,58,14.34,
Skincare,Mini Size,2009,10,4.46,41,14.2,
Skincare,Mini Size,2009,11,4.8,41,14.49,
Skincare,Mini Size,2009,12,4.63,49,14.33,
Skincare,Mini Size,2010,1,4.53,68,14.76,
Skincare,Mini Size,2010,2,4.43,54,14.56,
Skincare,Mini Size,2010,3,4.69,48,14.29,
Skincare,Mini Size,2010,4,4.54,67,15.22,
Skincare,Mini Size,2010,5,4.42,59,14.32,
Skincare,Mini Size,2010,6,4.68,53,14.34,
Skincare,Mini Size,2010,7,4.65,68,15.44,
Skincare,Mini Size,2010,8,4.48,58,14.34,
Skincare,Mini Size,2010,9,3.96,28,14.68,
Skincare,Mini Size,2010,10,4.56,45,14.84,
Skincare,Mini Size,2010,11,4.21,42,14.48,
Skincare,Mini Size,2010,12,4.27,55,14.69,
Skincare,Mini Size,2011,1,4.48,67,14.39,
Skincare,Mini Size,2011,2,4.41,44,14.3,
Skincare,Mini Size,2011,3,4.45,53,14.68,
Skincare,Mini Size,2011,4,4.42,50,14.34,
Skincare,Mini Size,2011,5,4.46,57,14.4,
Skincare,Mini Size,2011,6,4.69,35,14.34,
Skincare,Mini Size,2011,7,4.61,36,14.61,
Skincare,Mini Size,2011,8,4.36,44,14.61,
Skincare,Mini Size,2011,9,4.4,20,14.05,
Skincare,Mini Size,2011,10,4.39,33,15.64,
Skincare,Mini Size,2011,11,4.52,62,14.26,
Skincare,Mini Size,2011,12,4.67,45,14.78,
Skincare,Mini Size,2012,1,4.54,52,14.46,
Skincare,Mini Size,2012,2,4.42,31,14.71,
Skincare,Mini Size,2012,3,4.55,42,14.48,
Skincare,Mini Size,2012,4,4.56,18,15.72,
Skincare,Mini Size,2012,5,4.26,23,13.83,
Skincare,Mini Size,2012,6,4.33,51,13.59,
Skincare,Mini Size,2012,7,4.49,53,13.75,
Skincare,Mini Size,2012,8,4.39,49,14.14,
Skincare,Mini Size,2012,9,4.41,46,14.04,
Skincare,Mini Size,2012,10,4.39,36,14.17,
Skincare,Mini Size,2012,11,4.49,49,14.1,
Skincare,Mini Size,2012,12,4.43,70,14.57,
Skincare,Mini Size,2013,1,4.42,66,14.17,
Skincare,Mini Size,2013,2,4.37,59,15.15,
Skincare,Mini Size,2013,3,4.21,78,14.79,
Skincare,Mini Size,2013,4,4.09,55,15.33,
Skincare,Mini Size,2013,5,4.59,54,14.22,
Skincare,Mini Size,2013,6,4.47,53,14.04,
Skincare,Mini Size,2013,7,4.53,53,14.43,
Skincare,Mini Size,2013,8,4.34,68,14.51,
Skincare,Mini Size,2013,9,4.25,64,14.31,
Skincare,Mini Size,2013,10,4.41,58,14.66,
Skincare,Mini Size,2013,11,4.32,65,14.52,
Skincare,Mini Size,2013,12,4.55,69,14.87,
Skincare,Mini Size,2014,1,4.45,71,14.18,
Skincare,Mini Size,2014,2,4.53,57,14.67,
Skincare,Mini Size,2014,3,4.72,81,14.7,
Skincare,Mini Size,2014,4,4.37,101,14.42,
Skincare,Mini Size,2014,5,4.45,86,14.66,
Skincare,Mini Size,2014,6,4.47,87,15.21,
Skincare,Mini Size,2014,7,4.33,98,15.38,
Skincare,Mini Size,2014,8,4.13,82,15.35,
Skincare,Mini Size,2014,9,4.5,82,14.79,
Skincare,Mini Size,2014,10,4.27,60,14.82,
Skincare,Mini Size,2014,11,4.59,64,14.94,
Skincare,Mini Size,2014,12,4.66,83,14.72,
Skincare,Mini Size,2015,1,4.24,138,15.13,
Skincare,Mini Size,2015,2,4.12,83,16.0,
Skincare,Mini Size,2015,3,4.53,90,15.43,
Skincare,Mini Size,2015,4,4.23,86,15.17,
Skincare,Mini Size,2015,5,4.19,64,16.34,
Skincare,Mini Size,2015,6,4.39,77,15.53,
Skincare,Mini Size,2015,7,4.26,61,15.49,
Skincare,Mini Size,2015,8,4.33,55,16.73,
Skincare,Mini Size,2015,9,4.33,54,16.7,
Skincare,Mini Size,2015,10,4.33,49,15.65,
Skincare,Mini Size,2015,11,4.49,124,15.59,
Skincare,Mini Size,2015,12,4.39,102,14.77,
Skincare,Mini Size,2016,1,4.01,107,16.12,
Skincare,Mini Size,2016,2,4.45,99,15.45,
Skincare,Mini Size,2016,3,4.38,80,15.52,
Skincare,Mini Size,2016,4,4.62,95,16.53,
Skincare,Mini Size,2016,5,4.65,85,15.8,
Skincare,Mini Size,2016,6,4.49,75,15.67,
Skincare,Mini Size,2016,7,4.59,97,15.69,
Skincare,Mini Size,2016,8,4.69,108,15.69,
Skincare,Mini Size,2016,9,4.46,92,16.9,
Skincare,Mini Size,2016,10,4.36,149,16.78,
Skincare,Mini Size,2016,11,4.43,187,16.93,
Skincare,Mini Size,2016,12,4.44,218,17.2,
Skincare,Mini Size,2017,1,4.39,238,16.87,
Skincare,Mini Size,2017,2,4.44,178,23.9,
Skincare,Mini Size,2017,3,4.54,172,30.2,
Skincare,Mini Size,2017,4,4.33,192,24.99,
Skincare,Mini Size,2017,5,4.2,236,28.01,
Skincare,Mini Size,2017,6,4.29,228,20.97,
Skincare,Mini Size,2017,7,4.47,235,23.43,
Skincare,Mini Size,2017,8,4.48,325,23.9,0.98
Skincare,Mini Size,2017,9,4.51,539,21.87,0.89
Skincare,Mini Size,2017,10,4.47,336,22.06,0.86
Skincare,Mini Size,2017,11,4.36,432,27.65,0.85
Skincare,Mini Size,2017,12,4.4,392,25.09,0.85
Skincare,Mini Size,2018,1,4.33,636,23.04,0.84
Skincare,Mini Size,2018,2,4.32,548,23.7,0.83
Skincare,Mini Size,2018,3,4.29,554,23.39,0.82
Skincare,Mini Size,2018,4,4.36,595,23.88,0.86
Skincare,Mini Size,2018,5,4.43,469,24.14,0.86
Skincare,Mini Size,2018,6,4.45,456,22.61,0.88
Skincare,Mini Size,2018,7,4.59,1013,20.98,0.93
Skincare,Mini Size,2018,8,4.43,925,21.82,0.88
Skincare,Mini Size,2018,9,4.41,563,24.24,0.85
Skincare,Mini Size,2018,10,4.29,487,23.37,0.82
Skincare,Mini Size,2018,11,4.26,527,23.4,0.81
Skincare,Mini Size,2018,12,4.2,515,23.68,0.8
Skincare,Mini Size,2019,1,4.33,833,21.94,0.83
Skincare,Mini Size,2019,2,4.37,852,21.39,0.85
Skincare,Mini Size,2019,3,4.36,1313,21.59,0.85
Skincare,Mini Size,2019,4,4.28,985,20.82,0.83
Skincare,Mini Size,2019,5,4.19,929,21.8,0.79
Skincare,Mini Size,2019,6,4.2,800,21.6,0.8
Skincare,Mini Size,2019,7,4.16,783,21.56,0.78
Skincare,Mini Size,2019,8,4.04,1056,26.65,0.77
Skincare,Mini Size,2019,9,4.1,776,23.44,0.78
Skincare,Mini Size,2019,10,4.05,551,22.37,0.76
Skincare,Mini Size,2019,11,4.07,663,23.08,0.76
Skincare,Mini Size,2019,12,4.21,619,22.17,0.79
Skincare,Mini Size,2020,1,4.17,1297,34.49,0.8
Skincare,Mini Size,2020,2,4.31,2447,29.16,0.85
